Frequency in Hz	Acrylic_99 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99 Normalized Surface Impedance continuous Im	
331,25	0,992509305477142	331,25	-5,20524120330811	
334,375	1,11375856399536	334,375	-5,15086650848389	
337,5	1,01129865646362	337,5	-5,13090085983276	
340,625	1,07252848148346	340,625	-5,21982669830322	
343,75	1,04273533821106	343,75	-5,05615329742432	
346,875	0,892322897911072	346,875	-4,88945198059082	
350	0,962917745113373	350	-4,86287879943848	
353,125	0,762599885463715	353,125	-4,63101768493652	
356,25	0,750612080097198	356,25	-4,80611705780029	
359,375	0,75760281085968	359,375	-4,82165861129761	
362,5	0,790768086910248	362,5	-4,54538297653198	
365,625	0,807683944702148	365,625	-4,74945783615112	
368,75	0,815928399562836	368,75	-4,78320693969727	
371,875	0,998981058597565	371,875	-4,66375303268433	
375	0,845349133014679	375	-4,33991861343384	
378,125	0,806709587574005	378,125	-4,48113584518433	
381,25	0,610173046588898	381,25	-4,78573656082153	
384,375	0,671014428138733	384,375	-4,59301137924194	
387,5	0,749574661254883	387,5	-4,4403133392334	
390,625	0,798853158950806	390,625	-4,28236293792725	
393,75	0,626711130142212	393,75	-4,20966672897339	
396,875	0,607638239860535	396,875	-4,23169708251953	
400	0,502510547637939	400	-4,31003713607788	
403,125	0,615522801876068	403,125	-4,23327922821045	
406,25	0,71526700258255	406,25	-4,18965721130371	
409,375	0,505097150802612	409,375	-4,1859278678894	
412,5	0,567078649997711	412,5	-4,12084245681763	
415,625	0,802410781383514	415,625	-4,1351523399353	
418,75	0,944085836410522	418,75	-4,02399826049805	
421,875	0,864873647689819	421,875	-4,07427215576172	
425	0,757637977600098	425	-3,89922142028809	
428,125	0,557247340679169	428,125	-4,14397764205933	
431,25	0,646730601787567	431,25	-4,21054124832153	
434,375	0,903433561325073	434,375	-3,99041104316711	
437,5	0,867382407188416	437,5	-3,93477296829224	
440,625	0,740217864513397	440,625	-3,88884735107422	
443,75	0,778033852577209	443,75	-3,81818199157715	
446,875	0,679027199745178	446,875	-3,86134099960327	
450	0,676597535610199	450	-3,87165069580078	
453,125	0,684827864170074	453,125	-3,7332489490509	
456,25	0,757216811180115	456,25	-3,63981485366821	
459,375	0,7151198387146	459,375	-3,65705060958862	
462,5	0,666409254074097	462,5	-3,60291838645935	
465,625	0,623193919658661	465,625	-3,58665108680725	
468,75	0,64276260137558	468,75	-3,65780830383301	
471,875	0,668436944484711	471,875	-3,61681413650513	
475	0,566356301307678	475	-3,54836463928223	
478,125	0,569660186767578	478,125	-3,5533709526062	
481,25	0,641515731811523	481,25	-3,56005477905273	
484,375	0,632996380329132	484,375	-3,53445315361023	
487,5	0,629152357578278	487,5	-3,52672719955444	
490,625	0,587030827999115	490,625	-3,4644467830658	
493,75	0,577037215232849	493,75	-3,44402432441711	
496,875	0,6246617436409	496,875	-3,38278841972351	
500	0,606573224067688	500	-3,41734910011292	
503,125	0,594980418682098	503,125	-3,40008044242859	
506,25	0,559105038642883	506,25	-3,38149523735046	
509,375	0,555265069007874	509,375	-3,35249853134155	
512,5	0,574340999126434	512,5	-3,32829451560974	
515,625	0,587005913257599	515,625	-3,29672932624817	
518,75	0,518896698951721	518,75	-3,24475789070129	
521,875	0,505410134792328	521,875	-3,24001097679138	
525	0,547182261943817	525	-3,21357703208923	
528,125	0,546236217021942	528,125	-3,22034287452698	
531,25	0,529032826423645	531,25	-3,20311999320984	
534,375	0,524492263793945	534,375	-3,20114898681641	
537,5	0,534524619579315	537,5	-3,18204426765442	
540,625	0,511357426643372	540,625	-3,16931128501892	
543,75	0,509589910507202	543,75	-3,11742520332336	
546,875	0,541214108467102	546,875	-3,10789895057678	
550	0,506281018257141	550	-3,07276272773743	
553,125	0,504027128219604	553,125	-3,09700727462769	
556,25	0,541200399398804	556,25	-3,0352623462677	
559,375	0,54118537902832	559,375	-3,0463764667511	
562,5	0,507459938526154	562,5	-3,02123332023621	
565,625	0,484183073043823	565,625	-3,02962112426758	
568,75	0,517212867736816	568,75	-2,98655104637146	
571,875	0,520456314086914	571,875	-2,97823882102966	
575	0,501178622245789	575	-2,95864677429199	
578,125	0,490180820226669	578,125	-2,95365858078003	
581,25	0,515387535095215	581,25	-2,95281648635864	
584,375	0,494156002998352	584,375	-2,90643548965454	
587,5	0,488418787717819	587,5	-2,91013550758362	
590,625	0,480604439973831	590,625	-2,89022207260132	
593,75	0,480639278888702	593,75	-2,86432409286499	
596,875	0,482840031385422	596,875	-2,86359405517578	
600	0,471080124378204	600	-2,86662459373474	
603,125	0,465898752212524	603,125	-2,82547307014465	
606,25	0,488030850887299	606,25	-2,82242870330811	
609,375	0,484074950218201	609,375	-2,77255535125732	
612,5	0,475390732288361	612,5	-2,78542327880859	
615,625	0,478582203388214	615,625	-2,76308465003967	
618,75	0,460727572441101	618,75	-2,75269770622253	
621,875	0,464390158653259	621,875	-2,7287290096283	
625	0,472699880599976	625	-2,72802591323853	
628,125	0,454431623220444	628,125	-2,70338344573975	
631,25	0,450086653232574	631,25	-2,69951391220093	
634,375	0,45343029499054	634,375	-2,68396544456482	
637,5	0,46590194106102	637,5	-2,67288994789124	
640,625	0,453837782144547	640,625	-2,64780759811401	
643,75	0,434854805469513	643,75	-2,63776779174805	
646,875	0,443406760692596	646,875	-2,62742686271667	
650	0,445292264223099	650	-2,61613750457764	
653,125	0,430930107831955	653,125	-2,60566353797913	
656,25	0,424819618463516	656,25	-2,60053253173828	
659,375	0,413455635309219	659,375	-2,57160544395447	
662,5	0,428214311599731	662,5	-2,56578636169434	
665,625	0,415341734886169	665,625	-2,55716300010681	
668,75	0,418397217988968	668,75	-2,5442156791687	
671,875	0,423825949430466	671,875	-2,53410458564758	
675	0,424690097570419	675	-2,52346777915955	
678,125	0,429733723402023	678,125	-2,50318765640259	
681,25	0,420597642660141	681,25	-2,48574686050415	
684,375	0,418146014213562	684,375	-2,48248314857483	
687,5	0,423679769039154	687,5	-2,45977902412415	
690,625	0,419916808605194	690,625	-2,44639372825623	
693,75	0,425440281629562	693,75	-2,44845795631409	
696,875	0,430156350135803	696,875	-2,43572568893433	
700	0,407266318798065	700	-2,43014049530029	
703,125	0,393641740083694	703,125	-2,41939687728882	
706,25	0,403997927904129	706,25	-2,38780307769775	
709,375	0,403396010398865	709,375	-2,38327503204346	
712,5	0,383239686489105	712,5	-2,36783862113953	
715,625	0,394675612449646	715,625	-2,36146402359009	
718,75	0,404117584228516	718,75	-2,34148335456848	
721,875	0,384990483522415	721,875	-2,33832669258118	
725	0,392208844423294	725	-2,33253717422485	
728,125	0,396460115909576	728,125	-2,31624507904053	
731,25	0,371145665645599	731,25	-2,3032341003418	
734,375	0,380130708217621	734,375	-2,29327774047852	
737,5	0,381629228591919	737,5	-2,28612780570984	
740,625	0,381234258413315	740,625	-2,26575422286987	
743,75	0,37944757938385	743,75	-2,25616550445557	
746,875	0,372247129678726	746,875	-2,25499629974365	
750	0,384389221668243	750	-2,23194479942322	
753,125	0,387610107660294	753,125	-2,22997283935547	
756,25	0,382789105176926	756,25	-2,22384929656982	
759,375	0,366790503263474	759,375	-2,21096777915955	
762,5	0,376459628343582	762,5	-2,19557738304138	
765,625	0,376040309667587	765,625	-2,19071388244629	
768,75	0,394629061222076	768,75	-2,17473769187927	
771,875	0,381106108427048	771,875	-2,15036392211914	
775	0,378136217594147	775	-2,16336584091187	
778,125	0,395192295312881	778,125	-2,15605425834656	
781,25	0,381872266530991	781,25	-2,13657736778259	
784,375	0,378361254930496	784,375	-2,11852502822876	
787,5	0,395803809165955	787,5	-2,11817121505737	
790,625	0,376260042190552	790,625	-2,09690451622009	
793,75	0,386481255292892	793,75	-2,09936904907227	
796,875	0,379364311695099	796,875	-2,07859683036804	
800	0,377169609069824	800	-2,07314538955688	
803,125	0,37300518155098	803,125	-2,09637403488159	
806,25	0,356421172618866	806,25	-2,09321212768555	
809,375	0,358842551708221	809,375	-2,07358574867249	
812,5	0,36979153752327	812,5	-2,05855965614319	
815,625	0,386358588933945	815,625	-2,05026245117188	
818,75	0,374706894159317	818,75	-2,03374981880188	
821,875	0,369055867195129	821,875	-2,02751016616821	
825	0,362805873155594	825	-2,00931620597839	
828,125	0,375098645687103	828,125	-2,00234413146973	
831,25	0,38543426990509	831,25	-2,00589919090271	
834,375	0,374116778373718	834,375	-2,00290465354919	
837,5	0,355328261852264	837,5	-2,00118732452393	
840,625	0,36125585436821	840,625	-1,99921548366547	
843,75	0,362546116113663	843,75	-1,97091937065125	
846,875	0,356395363807678	846,875	-1,96571445465088	
850	0,373966783285141	850	-1,94039916992188	
853,125	0,370164006948471	853,125	-1,94568991661072	
856,25	0,363390147686005	856,25	-1,95445990562439	
859,375	0,367739468812943	859,375	-1,95312964916229	
862,5	0,363360673189163	862,5	-1,93709290027618	
865,625	0,36088952422142	865,625	-1,92153644561768	
868,75	0,362252861261368	868,75	-1,91938900947571	
871,875	0,353103756904602	871,875	-1,90782868862152	
875	0,348137617111206	875	-1,90119278430939	
878,125	0,369056820869446	878,125	-1,8937326669693	
881,25	0,360796838998795	881,25	-1,88554644584656	
884,375	0,348640739917755	884,375	-1,84928405284882	
887,5	0,353732138872147	887,5	-1,84603190422058	
890,625	0,344695717096329	890,625	-1,83556389808655	
893,75	0,340237200260162	893,75	-1,82967305183411	
896,875	0,341250330209732	896,875	-1,81762993335724	
900	0,337558209896088	900	-1,81068992614746	
903,125	0,336872786283493	903,125	-1,79968905448914	
906,25	0,347575545310974	906,25	-1,79683363437653	
909,375	0,34515380859375	909,375	-1,79545891284943	
912,5	0,339707046747208	912,5	-1,77339208126068	
915,625	0,345787435770035	915,625	-1,77545928955078	
918,75	0,352123856544495	918,75	-1,76680874824524	
921,875	0,340390175580978	921,875	-1,7491489648819	
925	0,345702469348907	925	-1,74495887756348	
928,125	0,33738374710083	928,125	-1,74086976051331	
931,25	0,329072415828705	931,25	-1,73617887496948	
934,375	0,329995781183243	934,375	-1,73111283779144	
937,5	0,322723060846329	937,5	-1,7159332036972	
940,625	0,328942179679871	940,625	-1,70930302143097	
943,75	0,332777768373489	943,75	-1,70691502094269	
946,875	0,33332559466362	946,875	-1,70019054412842	
950	0,329237908124924	950	-1,69466996192932	
953,125	0,33000311255455	953,125	-1,68266689777374	
956,25	0,33518323302269	956,25	-1,67764902114868	
959,375	0,336008101701736	959,375	-1,6679664850235	
962,5	0,332385033369064	962,5	-1,66007053852081	
965,625	0,334624737501144	965,625	-1,65884530544281	
968,75	0,327798664569855	968,75	-1,65598475933075	
971,875	0,327590525150299	971,875	-1,64256834983826	
975	0,330214977264404	975	-1,63066017627716	
978,125	0,325233995914459	978,125	-1,6312712430954	
981,25	0,329757362604141	981,25	-1,61800420284271	
984,375	0,323271214962006	984,375	-1,61589694023132	
987,5	0,322276294231415	987,5	-1,61427199840546	
990,625	0,324139565229416	990,625	-1,60280501842499	
993,75	0,314372003078461	993,75	-1,59839701652527	
996,875	0,321880280971527	996,875	-1,59212827682495	
1000	0,322727382183075	1000	-1,58345365524292	
1003,125	0,321216195821762	1003,125	-1,5807386636734	
1006,25	0,325669229030609	1006,25	-1,57192087173462	
1009,375	0,322299391031265	1009,375	-1,56765449047089	
1012,5	0,316365867853165	1012,5	-1,56133210659027	
1015,625	0,330226421356201	1015,625	-1,55929005146027	
1018,75	0,321692407131195	1018,75	-1,53989768028259	
1021,875	0,320298969745636	1021,875	-1,54278361797333	
1025	0,317139983177185	1025	-1,53285610675812	
1028,125	0,320996940135956	1028,125	-1,52914345264435	
1031,25	0,317149609327316	1031,25	-1,52405643463135	
1034,375	0,316722542047501	1034,375	-1,52071249485016	
1037,5	0,316706389188766	1037,5	-1,50561702251434	
1040,625	0,316461026668549	1040,625	-1,50408279895782	
1043,75	0,317396104335785	1043,75	-1,49741065502167	
1046,875	0,314248234033585	1046,875	-1,49609851837158	
1050	0,313736736774445	1050	-1,48675000667572	
1053,125	0,307248264551163	1053,125	-1,48615038394928	
1056,25	0,305573612451553	1056,25	-1,47365212440491	
1059,375	0,313929200172424	1059,375	-1,46960294246674	
1062,5	0,311641961336136	1062,5	-1,46758949756622	
1065,625	0,308919310569763	1065,625	-1,45349490642548	
1068,75	0,311431020498276	1068,75	-1,45024001598358	
1071,875	0,30925327539444	1071,875	-1,44799590110779	
1075	0,310362786054611	1075	-1,43991017341614	
1078,125	0,309001326560974	1078,125	-1,43419718742371	
1081,25	0,311884164810181	1081,25	-1,43311321735382	
1084,375	0,310817182064056	1084,375	-1,42448770999908	
1087,5	0,310537099838257	1087,5	-1,41415512561798	
1090,625	0,311745673418045	1090,625	-1,41105806827545	
1093,75	0,310940474271774	1093,75	-1,40699136257172	
1096,875	0,307620644569397	1096,875	-1,39865016937256	
1100	0,307479023933411	1100	-1,39710295200348	
1103,125	0,304735511541367	1103,125	-1,38923966884613	
1106,25	0,317412525415421	1106,25	-1,3794846534729	
1109,375	0,313065260648727	1109,375	-1,37303507328033	
1112,5	0,304593861103058	1112,5	-1,37470483779907	
1115,625	0,30803969502449	1115,625	-1,37068367004395	
1118,75	0,308082759380341	1118,75	-1,36166429519653	
1121,875	0,306601941585541	1121,875	-1,35819327831268	
1125	0,306030839681625	1125	-1,35721576213837	
1128,125	0,30867663025856	1128,125	-1,35007953643799	
1131,25	0,30437096953392	1131,25	-1,3397011756897	
1134,375	0,306947320699692	1134,375	-1,3369414806366	
1137,5	0,301846444606781	1137,5	-1,32826590538025	
1140,625	0,297540187835693	1140,625	-1,32668173313141	
1143,75	0,297412246465683	1143,75	-1,31490290164948	
1146,875	0,292071610689163	1146,875	-1,31440627574921	
1150	0,293853372335434	1150	-1,31853199005127	
1153,125	0,296069651842117	1153,125	-1,31147074699402	
1156,25	0,30047544836998	1156,25	-1,30432462692261	
1159,375	0,298177897930145	1159,375	-1,296147108078	
1162,5	0,298695147037506	1162,5	-1,29081094264984	
1165,625	0,30156934261322	1165,625	-1,28537511825562	
1168,75	0,291758477687836	1168,75	-1,2856228351593	
1171,875	0,288309574127197	1171,875	-1,27810037136078	
1175	0,290682435035706	1175	-1,27989184856415	
1178,125	0,290267139673233	1178,125	-1,27225840091705	
1181,25	0,291619539260864	1181,25	-1,26568448543549	
1184,375	0,291917830705643	1184,375	-1,25640165805817	
1187,5	0,291133254766464	1187,5	-1,2559711933136	
1190,625	0,293897718191147	1190,625	-1,24809765815735	
1193,75	0,300326943397522	1193,75	-1,24422883987427	
1196,875	0,300634801387787	1196,875	-1,2315639257431	
1200	0,291306972503662	1200	-1,22481048107147	
1203,125	0,293511569499969	1203,125	-1,21926558017731	
1206,25	0,29396453499794	1206,25	-1,2253350019455	
1209,375	0,299068480730057	1209,375	-1,22761201858521	
1212,5	0,294645071029663	1212,5	-1,21491527557373	
1215,625	0,287723004817963	1215,625	-1,20787489414215	
1218,75	0,283313065767288	1218,75	-1,20230782032013	
1221,875	0,288016557693481	1221,875	-1,1937495470047	
1225	0,286118030548096	1225	-1,19054889678955	
1228,125	0,294154107570648	1228,125	-1,19577968120575	
1231,25	0,288772851228714	1231,25	-1,19776999950409	
1234,375	0,291092485189438	1234,375	-1,18502759933472	
1237,5	0,289558261632919	1237,5	-1,17439329624176	
1240,625	0,282705426216125	1240,625	-1,16714429855347	
1243,75	0,288498818874359	1243,75	-1,16472208499908	
1246,875	0,285107970237732	1246,875	-1,1628555059433	
1250	0,288387835025787	1250	-1,15445518493652	
1253,125	0,290983915328979	1253,125	-1,15500402450562	
1256,25	0,287803173065186	1256,25	-1,15485072135925	
1259,375	0,293177127838135	1259,375	-1,15388739109039	
1262,5	0,297423094511032	1262,5	-1,13836538791656	
1265,625	0,288286477327347	1265,625	-1,13514888286591	
1268,75	0,290807068347931	1268,75	-1,13237655162811	
1271,875	0,291120022535324	1271,875	-1,12710797786713	
1275	0,289371132850647	1275	-1,12103593349457	
1278,125	0,287903070449829	1278,125	-1,12369334697723	
1281,25	0,289782136678696	1281,25	-1,1141312122345	
1284,375	0,287932455539703	1284,375	-1,11258816719055	
1287,5	0,287963569164276	1287,5	-1,10759615898132	
1290,625	0,286494314670563	1290,625	-1,10218369960785	
1293,75	0,28713059425354	1293,75	-1,10223269462585	
1296,875	0,294136017560959	1296,875	-1,0960066318512	
1300	0,291675001382828	1300	-1,08790040016174	
1303,125	0,288567751646042	1303,125	-1,08856499195099	
1306,25	0,290186554193497	1306,25	-1,08746373653412	
1309,375	0,281668961048126	1309,375	-1,07641410827637	
1312,5	0,280109584331512	1312,5	-1,07548272609711	
1315,625	0,284243613481522	1315,625	-1,07001936435699	
1318,75	0,289794653654099	1318,75	-1,069176197052	
1321,875	0,288432121276855	1321,875	-1,05945789813995	
1325	0,284404635429382	1325	-1,06071937084198	
1328,125	0,289451658725739	1328,125	-1,05629301071167	
1331,25	0,286389768123627	1331,25	-1,04901373386383	
1334,375	0,283715039491653	1334,375	-1,04724729061127	
1337,5	0,282933354377747	1337,5	-1,04115045070648	
1340,625	0,283261567354202	1340,625	-1,03878891468048	
1343,75	0,281812161207199	1343,75	-1,03780615329742	
1346,875	0,280748784542084	1346,875	-1,03020799160004	
1350	0,284984409809113	1350	-1,02440845966339	
1353,125	0,281705141067505	1353,125	-1,02111899852753	
1356,25	0,27658998966217	1356,25	-1,01855719089508	
1359,375	0,277593016624451	1359,375	-1,01494491100311	
1362,5	0,27953964471817	1362,5	-1,01264429092407	
1365,625	0,271740555763245	1365,625	-1,00738203525543	
1368,75	0,278849333524704	1368,75	-1,00181114673615	
1371,875	0,285288244485855	1371,875	-1,00029873847961	
1375	0,28271758556366	1375	-0,994531452655792	
1378,125	0,278988748788834	1378,125	-0,991611778736115	
1381,25	0,278840154409409	1381,25	-0,986263871192932	
1384,375	0,280912011861801	1384,375	-0,982844591140747	
1387,5	0,280226975679398	1387,5	-0,980200886726379	
1390,625	0,281369596719742	1390,625	-0,976281642913818	
1393,75	0,280591875314713	1393,75	-0,974203526973724	
1396,875	0,280650556087494	1396,875	-0,969369292259216	
1400	0,277841329574585	1400	-0,965743899345398	
1403,125	0,27936640381813	1403,125	-0,961151421070099	
1406,25	0,280687570571899	1406,25	-0,958290696144104	
1409,375	0,280850559473038	1409,375	-0,951874136924744	
1412,5	0,278377652168274	1412,5	-0,952600955963135	
1415,625	0,278179883956909	1415,625	-0,948014795780182	
1418,75	0,276737838983536	1418,75	-0,941230595111847	
1421,875	0,272306263446808	1421,875	-0,940965473651886	
1425	0,276100486516953	1425	-0,937351286411285	
1428,125	0,280245035886765	1428,125	-0,932371377944946	
1431,25	0,279774934053421	1431,25	-0,929772257804871	
1434,375	0,277510017156601	1434,375	-0,924277007579803	
1437,5	0,27892604470253	1437,5	-0,922854423522949	
1440,625	0,277558624744415	1440,625	-0,918553531169891	
1443,75	0,277826905250549	1443,75	-0,915075480937958	
1446,875	0,276106268167496	1446,875	-0,91007673740387	
1450	0,279574751853943	1450	-0,906811654567719	
1453,125	0,280353993177414	1453,125	-0,904792785644531	
1456,25	0,27919527888298	1456,25	-0,89898008108139	
1459,375	0,275892823934555	1459,375	-0,901938855648041	
1462,5	0,277752280235291	1462,5	-0,89314192533493	
1465,625	0,276987046003342	1465,625	-0,888185322284698	
1468,75	0,274316638708115	1468,75	-0,884612143039703	
1471,875	0,273973047733307	1471,875	-0,878646433353424	
1475	0,276513934135437	1475	-0,880479454994202	
1478,125	0,276645839214325	1478,125	-0,878576099872589	
1481,25	0,271599471569061	1481,25	-0,873289048671722	
1484,375	0,272861361503601	1484,375	-0,867645442485809	
1487,5	0,274537712335587	1487,5	-0,865506768226624	
1490,625	0,275437086820602	1490,625	-0,860276639461517	
1493,75	0,277206629514694	1493,75	-0,859516501426697	
1496,875	0,273302525281906	1496,875	-0,856106877326965	
1500	0,269828796386719	1500	-0,85358452796936	
1503,125	0,273065447807312	1503,125	-0,850653231143951	
1506,25	0,281951934099197	1506,25	-0,843011140823364	
1509,375	0,278106093406677	1509,375	-0,84010261297226	
1512,5	0,273727297782898	1512,5	-0,839209318161011	
1515,625	0,273200213909149	1515,625	-0,836420297622681	
1518,75	0,271519720554352	1518,75	-0,829784631729126	
1521,875	0,272142201662064	1521,875	-0,829272568225861	
1525	0,2697773873806	1525	-0,824097990989685	
1528,125	0,272205650806427	1528,125	-0,820308566093445	
1531,25	0,272126823663712	1531,25	-0,818320870399475	
1534,375	0,274442225694656	1534,375	-0,813485622406006	
1537,5	0,273936063051224	1537,5	-0,813227355480194	
1540,625	0,272563219070435	1540,625	-0,811993837356567	
1543,75	0,274742811918259	1543,75	-0,805640518665314	
1546,875	0,274003624916077	1546,875	-0,800857901573181	
1550	0,270879030227661	1550	-0,798629522323608	
1553,125	0,272871971130371	1553,125	-0,795332729816437	
1556,25	0,269308686256409	1556,25	-0,79611724615097	
1559,375	0,270843386650085	1559,375	-0,786917448043823	
1562,5	0,272560775279999	1562,5	-0,786049067974091	
1565,625	0,272403120994568	1565,625	-0,78374171257019	
1568,75	0,276671022176743	1568,75	-0,780586421489716	
1571,875	0,27237468957901	1571,875	-0,779685795307159	
1575	0,269214868545532	1575	-0,776780486106873	
1578,125	0,273456454277039	1578,125	-0,773178994655609	
1581,25	0,271002382040024	1581,25	-0,765042543411255	
1584,375	0,273186504840851	1584,375	-0,764898300170898	
1587,5	0,27349328994751	1587,5	-0,761818766593933	
1590,625	0,271035701036453	1590,625	-0,75989556312561	
1593,75	0,269444674253464	1593,75	-0,761305034160614	
1596,875	0,268469482660294	1596,875	-0,754529595375061	
1600	0,26687216758728	1600	-0,751041054725647	
1603,125	0,269084244966507	1603,125	-0,743409335613251	
1606,25	0,266552090644836	1606,25	-0,746431827545166	
1609,375	0,266528427600861	1609,375	-0,733699440956116	
1612,5	0,272101283073425	1612,5	-0,733603060245514	
1615,625	0,272992670536041	1615,625	-0,731609284877777	
1618,75	0,269741654396057	1618,75	-0,72151380777359	
1621,875	0,268094182014465	1621,875	-0,725636065006256	
1625	0,273618996143341	1625	-0,725556254386902	
1628,125	0,27180552482605	1628,125	-0,722382128238678	
1631,25	0,274882465600967	1631,25	-0,712572991847992	
1634,375	0,267971307039261	1634,375	-0,710545778274536	
1637,5	0,274514585733414	1637,5	-0,707056105136871	
1640,625	0,265167623758316	1640,625	-0,706145644187927	
1643,75	0,264748394489288	1643,75	-0,697725832462311	
1646,875	0,265666991472244	1646,875	-0,699703812599182	
1650	0,268861800432205	1650	-0,695805907249451	
1653,125	0,269790232181549	1653,125	-0,691188097000122	
1656,25	0,267644107341766	1656,25	-0,693634569644928	
1659,375	0,267922520637512	1659,375	-0,688867568969727	
1662,5	0,268961608409882	1662,5	-0,687624037265778	
1665,625	0,270060926675797	1665,625	-0,685802042484283	
1668,75	0,271469682455063	1668,75	-0,676527500152588	
1671,875	0,271044224500656	1671,875	-0,671521365642548	
1675	0,265851825475693	1675	-0,673282861709595	
1678,125	0,266676157712936	1678,125	-0,667133569717407	
1681,25	0,26682522892952	1681,25	-0,667210578918457	
1684,375	0,266804486513138	1684,375	-0,66365772485733	
1687,5	0,270489364862442	1687,5	-0,656807959079742	
1690,625	0,269662469625473	1690,625	-0,656479775905609	
1693,75	0,27068766951561	1693,75	-0,650422334671021	
1696,875	0,269196331501007	1696,875	-0,650492250919342	
1700	0,267161995172501	1700	-0,645571529865265	
1703,125	0,267224073410034	1703,125	-0,643926024436951	
1706,25	0,268000870943069	1706,25	-0,64382392168045	
1709,375	0,266556680202484	1709,375	-0,640037536621094	
1712,5	0,269481033086777	1712,5	-0,638598263263702	
1715,625	0,269386321306229	1715,625	-0,633695423603058	
1718,75	0,270507544279099	1718,75	-0,631756782531738	
1721,875	0,267199844121933	1721,875	-0,62790310382843	
1725	0,267239272594452	1725	-0,62717205286026	
1728,125	0,266277134418488	1728,125	-0,62141889333725	
1731,25	0,268807083368301	1731,25	-0,620848476886749	
1734,375	0,26923680305481	1734,375	-0,618676781654358	
1737,5	0,265168249607086	1737,5	-0,613911330699921	
